PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,Date,Metadata
2896,Health,General,"From setting medical services policy to providing curative health services and managing health policy and administration, they are committed to ensuring the well-being of our citizens.","Kuanzia kuweka sera ya huduma za matibabu hadi kutoa huduma za afya za tiba na kusimamia sera ya afya na utawala, wamejitolea kuhakikisha ustawi wa raia wetu.","Chakre keto chik mar thieth nyaka e chiwo thieth ma kelo thieth kod rito chik mar thieth kod rito, gichiwore mar neno ni jopinywa odak maber.",template_generated,2026-07-11,General
2897,Health,General,The State Department is responsible for critical functions related to public health and professional standards.,Idara ya Jimbo inawajibika kwa kazi muhimu zinazohusiana na viwango vya afya ya umma na taaluma.,Ofis mar pinyno nigi ting’ mar timo tije madongo ma tudruok gi thieth mar oganda kod rang’iny mar jotich.,template_generated,2026-07-11,General
2898,Health,General,"They develop policies on public health and sanitation, ensuring the well-being of our communities.","Wanaunda sera kuhusu afya ya umma na usafi wa mazingira, kuhakikisha ustawi wa jamii zetu.","Giloso chike mag thieth mar oganda kod ler, mondo gibed gi ngima maber e alworawa.",template_generated,2026-07-11,General
2899,Health,General,"The Kenya Medical Training College (KMTC) is a State Corporation established through an Act of Parliament under the Ministry of Health, entrusted with the role of training various disciplines in the health sector to serve the Kenyan interests, East Africa and beyond.","Chuo cha Mafunzo ya Tiba cha Kenya (KMTC) ni Shirika la Serikali lililoanzishwa kupitia Sheria ya Bunge chini ya Wizara ya Afya, lililokabidhiwa jukumu la kutoa mafunzo kwa taaluma mbalimbali katika sekta ya afya ili kuhudumia maslahi ya Kenya, Afrika Mashariki na kwingineko.","Kolej mar puonjruok mar thieth e piny Kenya (KMTC) en riwruok mar piny ma ochung’ kokalo kuom chik mar bura ma ni e bwo ng’wech mar thieth, ma omiye tich mar puonjo weche mopogore opogore e sekta mar thieth mondo otim tich ne dwaro mag piny Kenya, Afrika ma Wuokchieng’ kod ma oko.",template_generated,2026-07-11,General
2900,Health,Child Protection,A National Handbook Guide For Integration Of Mental Health Services Into Maternal And Child Health Services For Pregnant Adolescents,Mwongozo wa Kitaifa wa Mwongozo wa Ujumuishaji wa Huduma za Afya ya Akili katika Huduma za Afya ya Mama na Mtoto kwa Vijana Wajawazito.,Oboke mar piny mangima mar keto tich mar thieth mar paro e tich mar thieth mar min kod nyithind nyithindo ma nigi ich,scraped_government_ngo_sources,2026-07-11,Child Protection
2901,Health,General,"A Two of Meeting with Parliamentary Committee on Health Addressing Human Resources, Programs and Legal Issues","Mikutano Miwili na Kamati ya Bunge ya Afya inayoshughulikia Rasilimali Watu, Mipango na Masuala ya Kisheria","A Ariyo mar Chokruok gi Komiti mar Od Romo mar Thieth ma Ochung’ne Gik Motudore gi Dhano, Program kod Weche mag Chike",template_generated,2026-07-11,General
2902,Health,General,AAR Hospital Achieves SafeCare Level 5 Certification as Health CS Duale Reinforces Push for Quality and Patient Safety,Hospitali ya AAR Yafanikisha Cheti cha Kiwango cha 5 cha Utunzaji Salama kwani CS Duale ya Afya Inaimarisha Usukuma kwa Ubora na Usalama wa Mgonjwa,Osiptal mar AAR Oyudo Oboke mar SafeCare mar Rang’iny mar 5 kaka CS Duale mar Thieth Keto Teko mar Keto Kido Maber kod Rieko mar Jotuwo,template_generated,2026-07-11,General
2903,Health,General,AAR Hospital Launch Marks Progress Towards Accessible Healthcare In Kenya,Uzinduzi wa Hospitali ya AAR Waashiria Maendeleo Kuelekea Kupatikana kwa Huduma ya Afya Nchini Kenya,Chakruok mar Osiptal mar AAR Nyiso Dhi nyime e Chiwo Thieth Manyalo Chopo e Kenya,template_generated,2026-07-11,General
2904,Health,General,Activation of Community Health Program to enhance hygiene in public places.,Uanzishaji wa Mpango wa Afya ya Jamii ili kuimarisha usafi katika maeneo ya umma.,Tiyo gi chenro mar thieth mar oganda mondo omed ler e kuonde ma ji mang’eny romoe.,template_generated,2026-07-11,General
2905,Health,General,"1 Proposed Construction of Level 3A Hospital In Khwisero, Kakamega County, For Ministry Of Health","1 Pendekezo la Ujenzi wa Hospitali ya Level 3A Katika Khwisero, Kaunti ya Kakamega, Kwa Wizara ya Afya","1 Oketo paro mar gero od thieth mar rang'iny mar adek e Khwisero, kaunti mar Kakamega, ne od thieth mar thieth",template_generated,2026-07-11,General
2906,Health,General,"1 Provision of Medical Equipment Service, Repair and Maintenance of Medical Equipment Deployed to Selected Hospitals by the Ministry of Health (MOH)","1 Utoaji wa Huduma ya Vifaa vya Tiba, Ukarabati na Matengenezo ya Vifaa vya Tiba Vinavyopelekwa katika Hospitali Teule na Wizara ya Afya (MOH)","1 Chiwo Tich mar Gige Thieth, Loso kod Rito Gige Thieth ma Oter e Osiptal Moyier gi Ofis mar Thieth (MOH)",template_generated,2026-07-11,General
2907,Health,Child Protection,Addressing Child Wasting and Malnutrition Crisis in the Horn of Africa: Kenya's Commitment to Action,Kushughulikia Upotevu wa Watoto na Mgogoro wa Utapiamlo katika Pembe ya Afrika: Ahadi ya Kenya ya Kuchukua Hatua,Tiyo gi Pek mar Ketho Nyithindo kod Chiemo ma Ok Owinjore e Tung’ mar Afrika: Chiwruok mar Kenya mar timo gimoro,scraped_government_ngo_sources,2026-07-11,Child Protection
2908,Health,General,ADMINISTRATIVE FRAMEWORK FOR IMPLEMENTATION OF THE MANDATORY INBOUND TRAVEL HEALTH INSURANCE PROGRAM,MFUMO WA UTAWALA WA UTEKELEZAJI WA MPANGO WA LAZIMA WA BIMA YA AFYA YA KUSAFIRI.,CHEN MAR TELO MAR TIYO CHEN MAR INSURANS MAR THUT MAR WUOTH MAR PINY,template_generated,2026-07-11,General
2909,Health,General,Advancing Healthcare Through Laboratories: Kenya's Path to Universal Health Coverage,Kuendeleza Huduma ya Afya Kupitia Maabara: Njia ya Kenya kwenye Huduma ya Afya kwa Wote,Dhi nyime e thieth kokalo kuom laboratori: Yo ma Kenya luwo mar yudo thieth e piny mangima,template_generated,2026-07-11,General
2910,Health,General,Advancing Implementation of the Electronic Community Health Information System (E-CHIS),Kuendeleza Utekelezaji wa Mfumo wa Kielektroniki wa Taarifa za Afya ya Jamii (E-CHIS),Dhi nyime e keto e tim sistem mar weche mag thieth mag oganda (E-CHIS),template_generated,2026-07-11,General
2911,Health,General,Advocating for Increased Resources to Enhance Preventive and Promotive Health Programs,Kutetea Rasilimali Zilizoongezeka ili Kuimarisha Mipango ya Afya ya Kinga na Kukuza,Kuong’o mondo omed mwandu mondo omed loso chenro mag geng’o kendo medo thieth,template_generated,2026-07-11,General
2912,Health,General,UPDATED HEALTH MEASURES TO ENTER VARIOUS COUNTRIES (6th May 2022),"HATUA ZILIZOSASISHA ZA AFYA KUINGIA KATIKA NCHI MBALIMBALI (Mei 6, 2022)",YORE MOKETI MAR CHIK MOCHOPO E PINJE MOPOGORE (6 dwe mar abich higa mar 2022),template_generated,2026-07-11,General
2913,Health,COVID-19,ADDENDUM – Covid-19 Antigen Rapid Diagnostic Testing Interim Guide – Kenya January 2021,NYONGEZA - Mwongozo wa Muda wa Uchunguzi wa Uchunguzi wa Haraka wa Covid-19 - Kenya Januari 2021,MAR MEDO – Yor Pim Mapiyo mar Fwenyo Tuwo mar Covid-19 – Kenya dwe mar achiel dwe mar achiel higa mar 2021,scraped_government_ngo_sources,2026-07-11,COVID-19
2914,Health,COVID-19,A Comprehensive Guide on Mental Health & Psychosocial Support during Covid-19 Pandemic,Mwongozo wa Kina wa Afya ya Akili na Usaidizi wa Kisaikolojia wakati wa Janga la Covid-19,Oboke matut kuom thieth mar paro kod kony mar paro e kinde ma tuo mar Covid-19,scraped_government_ngo_sources,2026-07-11,COVID-19
2915,Health,COVID-19,Covid-19 vaccination outreach sites for the ongoing accelerated campaign,Maeneo ya kufikia chanjo ya Covid-19 kwa kampeni inayoharakishwa inayoendelea,Kuonde mag chiwo chanjo mar Covid-19 ne kampen ma dhi nyime mar mapiyo,scraped_government_ngo_sources,2026-07-11,COVID-19
2916,Health,COVID-19,COVID-19 PCR LABS TRAINED ON TRUSTED TRAVEL AS AT 21.09.2021,MAABARA YA COVID-19 PCR YALIYOFUNZWA KWA USAFIRI UNAOAMINIWA MNAMO TAREHE 21.09.2021,LABO MAR PCR MAR COVID-19 OPUONJI E WUOTH MOGINE CHIEKO TAR 21.09.2021,scraped_government_ngo_sources,2026-07-11,COVID-19
2917,Health,COVID-19,COVID-19 Outbreak in Kenya Daily Report SITREP- 22-April-2021,Mlipuko wa COVID-19 nchini Kenya Ripoti ya Kila Siku SITREP- 22-Aprili-2021,Tuwo mar COVID-19 e piny Kenya Ripot ma pile ka pile mar SITREP- 22-Ang'wen-2021,scraped_government_ngo_sources,2026-07-11,COVID-19
2918,Health,COVID-19,COVID-19 Outbreak in Kenya Daily report SITREP-132 27-Jul-2020,Mlipuko wa COVID-19 nchini Kenya Ripoti ya Kila siku SITREP-132 27-Jul-2020,Tuwo mar COVID-19 e piny Kenya Ripot ma pile ka pile,scraped_government_ngo_sources,2026-07-11,COVID-19
2919,Health,COVID-19,COVID-19 Outbreak in Kenya Daily report SITREP-131 26-Jul-2020,Mlipuko wa COVID-19 nchini Kenya Ripoti ya kila siku SITREP-131 26-Jul-2020,Tuwo mar COVID-19 e piny Kenya Ripot ma pile pile mar SITREP-131 tarik 26 dwe mar Jula-2020,scraped_government_ngo_sources,2026-07-11,COVID-19
2920,Health,COVID-19,COVID-19 Outbreak in Kenya Daily report SITREP-130 25-Jul-2020,Mlipuko wa COVID-19 nchini Kenya Ripoti ya Kila siku SITREP-130 25-Jul-2020,Tuwo mar COVID-19 e piny Kenya Ripot ma pile ka pile,scraped_government_ngo_sources,2026-07-11,COVID-19
2921,Health,COVID-19,MINISTRY OF HEALTH KENYA COVID-19 IMMUNIZATION STATUS REPORT 16TH MAY 2022,RIPOTI YA HALI YA CHANJO YA WIZARA YA WIZARA YA KENYA COVID-19 TAREHE 16 MEI 2022,RIPOT MAR CHALO MAR CHOTH TUO MAR CHOKO MAR TUDO MAR TAR 16 MAR ABICH 2022,scraped_government_ngo_sources,2026-07-11,COVID-19
2922,Health,COVID-19,MINISTRY OF HEALTH KENYA COVID-19 IMMUNIZATION STATUS REPORT 15TH MAY 2022,RIPOTI YA HALI YA CHANJO YA WIZARA YA AFYA KENYA COVID-19 TAREHE 15 MEI 2022,RIPOT MAR CHALO MAR CHOTH TUO TUO GI COVID-19 MAR KENYA MAR CHIENG' TAR 15 MAR ABICH 2022,scraped_government_ngo_sources,2026-07-11,COVID-19
2923,Health,COVID-19,MINISTRY OF HEALTH KENYA COVID-19 IMMUNIZATION STATUS REPORT 14TH MAY 2022,RIPOTI YA HALI YA CHANJO YA WIZARA YA AFYA KENYA COVID-19 TAREHE 14 MEI 2022,RIPOT MAR CHALO MAR CHOTH TUO MAR CHOKO MAR TUDO MAR KENYA TAR 14 MAR ABICH 2022,scraped_government_ngo_sources,2026-07-11,COVID-19
2924,Health,COVID-19,MINISTRY OF HEALTH KENYA COVID-19 IMMUNIZATION STATUS REPORT 13TH MAY 2022,RIPOTI YA HALI YA CHANJO YA WIZARA YA AFYA KENYA COVID-19 TAREHE 13 MEI 2022,RIPOT MAR CHALO MAR CHOTH TUO MAR CHOKO MAR TUDO MAR TUDO MAR KENYA TAR 13 MAR ABICH 2022,scraped_government_ngo_sources,2026-07-11,COVID-19
2925,Health,COVID-19,MINISTRY OF HEALTH KENYA COVID-19 IMMUNIZATION STATUS REPORT 12TH MAY 2022,RIPOTI YA HALI YA CHANJO YA WIZARA YA AFYA KENYA COVID-19 TAREHE 12 MEI 2022,RIPOT MAR CHALO MAR CHOTH TUO MAR CHOKO MAR TUDO MAR KENYA TAR 12 MAR ABICH 2022,scraped_government_ngo_sources,2026-07-11,COVID-19
2926,Health,COVID-19,MINISTRY OF HEALTH KENYA COVID-19 IMMUNIZATION STATUS REPORT 11TH MAY 2022,RIPOTI YA HALI YA CHANJO YA WIZARA YA AFYA KENYA COVID-19 TAREHE 11 MEI 2022,RIPOOT MAR CHALO MAR CHOTH TUO TUO GI COVID-19 MAR MINISTER MAR CHITHO MAR KENYA TAR 11 MAR ABICH 2022,scraped_government_ngo_sources,2026-07-11,COVID-19
2927,Governance,General,Launch of Pre-Election Disputes Resolution Report for 2022 General Election and Case Digest for 2022 General Election,Uzinduzi wa Ripoti ya Utatuzi wa Mizozo ya Kabla ya Uchaguzi kwa Uchaguzi Mkuu wa 2022 na Muhtasari wa Kesi ya Uchaguzi Mkuu wa 2022,Ochako Ripot mar Tieko Ywak Kapok Yiero Maduong' mar 2022 kod kwan mar kes mag Yiero Maduong' mar 2022,template_generated,2026-07-11,General
2928,Governance,General,Launch of Pre-Election Disputes Resolution Report for 2022 General Election & Case Digest for 2022 General Election,Uzinduzi wa Ripoti ya Utatuzi wa Mizozo ya Kabla ya Uchaguzi kwa Uchaguzi Mkuu wa 2022 na Muhtasari wa Kesi kwa Uchaguzi Mkuu wa 2022,Ochako Ripot mar Tieko Ywak Kapok Yiero Maduong' mar 2022 & Digest mar Kes mag Yiero Maduong' mar 2022,template_generated,2026-07-11,General
2929,Governance,General,Path to the Polls : Electoral Integrity Through Justice and Dispute Resolution.,Njia ya Kupiga Kura : Uadilifu wa Uchaguzi Kupitia Haki na Utatuzi wa Migogoro.,Yo mar dhi e yiero : Rieko mar yiero kokalo kuom bura makare kod loso ywak.,template_generated,2026-07-11,General
2930,Governance,General,IEBC Launches Strategic Plan 2024 2029 and Election Operations Plan 2025 2027,IEBC Yazindua Mpango Mkakati 2024 2029 na Mpango wa Uendeshaji wa Uchaguzi 2025 2027,IEBC Ochako Chenro Maduong' mar 2024 2029 kod Chenro mar Tich mar Yiero 2025 2027,template_generated,2026-07-11,General
2931,Governance,General,Launch of the Strategic Plan 2024 2029 and Election Operations Plan 2025 2027,Uzinduzi wa Mpango Mkakati wa 2024 2029 na Mpango wa Uendeshaji wa Uchaguzi 2025 2027,Chakruok mar chenro mar tich mar 2024 2029 kod chenro mar tiyo gi yiero 2025 2027,template_generated,2026-07-11,General
2932,Governance,Voting,RESUMPTION OF CONTINUOUS VOTER REGISTRATION AND COMMENCEMENT OF ENHANCED CONTINUOUS VOTER REGISTRATION,KURUDISHA UANDIKISHAJI UNAOENDELEA WA WAPIGA KURA NA KUANZA KWA IMARA YA UANDIKISHAJI UNAOENDELEA WA WAPIGA KURA.,CHAKO DUEGI NDIKO NYING’ JOGO GOYO BULURO KOD CHAKO NYIENG’ NYING’I JOGO GOYO BULURO MOMEDO MEDO,scraped_government_ngo_sources,2026-07-11,Voting
2933,Governance,General,"NOMINATED CANDIDATES FOR PURPOSES OF THE BY-ELECTIONS FOR MEMBER OF NATIONAL ASSEMBLY FOR OL KALOU CONSTITUENCY, NYANDARUA COUNTY SCHEDULED TO BE HELD ON THURSDAY, 16TH JULY, 2026","WAGOMBEA WALIOTEULIWA KWA MADHUMUNI YA UCHAGUZI MDOGO WA MJUMBE WA BUNGE LA KITAIFA JIMBO LA OL KALOU, KATA YA NYANDARUA ULIORADIKIWA KUFANYIKA ALHAMISI, TAREHE 16 JULAI, 2026.","JO MOKETI MOTIMORE GI YIER MAR BEDO MAR BEDO MAR BEDO MAR BEDO MAR BEDO MAR BEDO MAR OL KALOU, COUNTY NYANDRUA MANE OKETO TIMORE CHIENG’ ANG’UCH TAR 12, TAR 12, 2020",template_generated,2026-07-11,General
2934,Governance,Voting,"CERTIFYING THAT THE REVISION OF THE REGISTER OF VOTERS HAS BEEN COMPLETED FOR PURPOSES OF THE 14TH JULY, 2026 BY-ELECTIONS","KUTHIBITISHA KUWA USAHIHISHAJI WA DAFTARI LA WAPIGA KURA UMEKIKAMILIKA KWA MADHUMUNI YA UCHAGUZI MDOGO WA TAREHE 14 JULAI, 2026.",NYIYO NI LOKO REJISTA MAR JOGO MAR YIER OSETIEKO MOTIMORE MOTIMORE E YIER MAR 14 JULAYI 2026,scraped_government_ngo_sources,2026-07-11,Voting
2935,Governance,General,"DECLARATION OF PERSONS ELECTED IN THE BY-ELECTIONS HELD ON 14TH MAY, 2026","TANGAZO LA WATU WALIOCHAGULIWA KATIKA UCHAGUZI MDOGO ULIOFANYIKA TAREHE 14 MEI, 2026.",WECHE MAR JOMA NE YIER E YIER MA NE TIMORE CHIENG’ 14 MAR AB’ICH 2026,template_generated,2026-07-11,General
2936,Governance,General,"Appointment of Returning and Deputy Returning Officers for Purposes of the By-Elections for Member of National Assembly for Olkalou Constituency, Nyandarua County Scheduled to be held on Thursday, 16th July, 2026","Uteuzi wa Wasimamizi wa Uchaguzi na Manaibu Wasimamizi wa Uchaguzi kwa Madhumuni ya Uchaguzi Mdogo wa Mbunge wa Jimbo la Olkalou, Kaunti ya Nyandarua Uliopangwa kufanyika Alhamisi, Julai 16, 2026.","Oketo jotelo mabiro yiero kod jotelo ma luwogi mondo otim yiero mabiro timore mar Jatend Bura mar Pinyruoth e Distrikt mar Olkalou, e Distrik mar Nyandarua.",template_generated,2026-07-11,General
2937,Governance,General,"Tallying Centres for The By-Elections Scheduled to be held on 14th May, 2026","Vituo vya Kujumuika kwa ajili ya Uchaguzi Mdogo Uliopangwa kufanyika tarehe 14 Mei, 2026.",Kuonde mag kwano yiero mabiro timore tarik 14 dwe mar abich higa mar 2026,template_generated,2026-07-11,General
2938,Governance,General,"Nominated Candidates for Purposes of the By-Elections for Member of National Assembly for Emurua Dikirr Constituency and Members of the County Assemblies for Porro Ward in Samburu West Constituency, Samburu County And Endo Ward in Marakwet East Constituency, Elgeyo Marakwet County Scheduled to be held on Thursday, 14th May, 2026","Wagombea Walioteuliwa kwa Madhumuni ya Uchaguzi Mdogo wa Mbunge wa Kitaifa wa Eneobunge la Emurua Dikirr na Wabunge wa Mabunge ya Kaunti ya Wadi ya Porro katika Eneo Bunge la Samburu Magharibi, Kaunti ya Samburu na Wadi ya Endo katika Eneobunge la Marakwet Mashariki, Kaunti ya Elgeyo Marakwet iliyoratibiwa kufanyika Mei 26, Alhamisi, Mei 26,","Jotelo ma ochung’ ne yiero mabiro timore mar bedo jokanyo mag bura mar piny owacho mar Emurua Dikirr kod jokanyo mag bura mar piny owacho mar Porro e bura mar Samburu ma milambo, bura mar Samburu kod bura mar Endo e bura mar Marakwet ma yo wuok chieng’, bura mar Elgeyo Marakwet.",template_generated,2026-07-11,General
2939,Governance,Voting,"Certifying that the Revision of the Register of Voters Has Been Completed for Purposes of the 14th May, 2026 By-Elections","Kuthibitisha kwamba Marekebisho ya Daftari la Wapiga Kura Yamekamilika kwa Madhumuni ya Uchaguzi Mdogo wa Tarehe 14 Mei, 2026.",Kuong’o ni Loso Rejista mar Jogo Obolo Ombulu Otieko mondo otimre yiero mabiro bedo tarik 14 dwe mar abich higa mar 2026,scraped_government_ngo_sources,2026-07-11,Voting
