PSA_Id,Domain,English,Kiswahili,Dholuo,Kiswahili_accurate,Dholuo_accurate,Reviewer_comments,Corrected_Dholuo,Corrected_Kiswahili
2872,Governance,"Mombasa, Your Voice Matters! Mombasa County invites all citizens to engage in the Finance Bill 2025, ADP, and CBROP discussions. Youth leaders and changemakers read, engage & influence decisions shaping our county's future. Let's show up,speak up & build the Mombasa we deserve.","Mombasa, Sauti Yako Ni Muhimu! Kaunti ya Mombasa inawaalika raia wote kushiriki katika mijadala ya Muswada wa Fedha wa 2025, ADP, na CBROP. Viongozi wa vijana na waleta mabadiliko husoma, kushirikisha na kushawishi maamuzi yanayounda mustakabali wa kaunti yetu. Tujitokeze, tuzungumze na tujenge Mombasa tunayostahili.","Mombasa, dwondi konyo! Kaunti mar Mombasa gwelo ji duto mondo oriwre e loso pesa mar 2025, ADP, kod mbaka mar CBROP. Jotelo mag rowere kod joma kelo lokruok somo, riwo lwedo kendo chiko yiero makelo lokruok e ngima kaunti marwa. Weuru wanenre, wawuo, kendo wakeduru e ngima maber mar Mombasa.",Yes,Yes,,,
40,Education,All schools get Ksh 10M for ICT upgrade – principal must apply by Nov 30!,"Shule zote zitapokea Ksh 10M kwa ajili ya kuboresha ICT ""Mkuu wa shule lazima aombe ifikapo Novemba 30!",Skunde duto yudo Ksh 10M mar medo lony e yore mag ICT.,Yes,Yes,,,
4482,Security & Safety,"During search and rescue operations, always keep emergency contacts on hand in case of disease outbreaks.","Wakati wa operesheni za utafutaji na uokoaji, weka nambari za dharura karibu endapo kutakuwa na milipuko ya magonjwa.","E kinde mag manyo kendo reso ji, kinde duto bed gi jogo ma inyalo tudorego mapiyo kapo ni tuoche moko owuok.",Yes,Yes,,,
413,Education,Learn anywhere! Join mobile schools for pastoralist children.,Jifunze popote! Jiunge na shule zinazotembea za watoto wafugaji.,Puonjri kamoro amora! Dhiuru e skunde mitimoe limbe ne nyithindo modak e gwenge maboyo.,Yes,Yes,,,
3779,Agriculture,Visit your nearest agricultural office to learn about fertiliser subsidies.,Tembelea ofisi ya kilimo ya karibu kujifunza kuhusu ruzuku ya mbolea.,Dhi e ofis man machiegni kodi mar pur mondo ing'e weche mag sir mar chiwo lum.,Yes,Yes,,,
1539,Agriculture,"The ""push–pull"" technology is one example of this, using one plant species that pushes fall armyworm away from maize and another species that pulls them ...","Teknolojia ya ""kusukuma - kuvuta"" ni mfano mmoja wa hili, kwa kutumia spishi moja ya mimea inayosukuma viwavi jeshi kutoka mahindi na spishi nyingine inayowavuta ...","Ranyisi achiel en mar kit yien moro ma chuno chumbi e ngano, kendo machielo ma ywayo chumbi.",Yes,Yes,,,
3583,Agriculture,Combine mulching early with proper spacing to boost your cassava yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya muhogo.,Riw ng'ado lum mapiyo kod keto thuolo mowinjore mondo omed cham mar mzabibu mari.,Yes,No,Crop-term error: cassava mistranslated as mzabibu (grapevine).,Riw ng'ado lum mapiyo kod keto thuolo mowinjore mondo omed cham mar muhogo mari.,
635,Education,Stay vigilant! Report banditry threats near schools to police.,Kuwa macho! Ripoti vitisho vya ujambazi karibu na shule kwa polisi.,Beduru motang'! Lando ne polise ka nitie jokuoge machiegni gi skunde.,Yes,Yes,,,
50,Education,All TTC students must complete civic education module before graduation – KICD directive.,"Wanafunzi wote wa TTC lazima wamalize moduli ya elimu ya uraia kabla ya kuhitimu ""agizo la KICD"".",Jopuonjre duto mag TTC nyaka tiek somo mar somo mar dak mar oganda kapok gi tieko tiegruok.,Yes,Yes,,,
2060,Security & Safety,Research showing how police community collaboration contributed to crime reduction in Machakos Sub County,Utafiti unaoonyesha jinsi ushirikiano wa jamii ya polisi ulivyochangia kupunguza uhalifu katika Kaunti Ndogo ya Machakos,Nonro manyiso kaka riwruok mar oganda mar polise nokonyo e dwoko piny mahundu e sub county mar Machakos,Yes,Yes,,,
816,Health,Kenya confirms three cases of Covid-19 Omicron variant; Health CS Kagwe says it has been detected among travelers who have been quarantined,Kenya yathibitisha visa vitatu vya Covid-19 Omicron; Waziri wa Afya Kagwe anasema imegunduliwa miongoni mwa wasafiri ambao wametengwa,Kenya nyiso ni ji adek nigi kit tuo mar Covid-19 Omicron; Kagwe wacho ni oseyude kuom jowuoth ma oseketi kar kendgi,Yes,Yes,,,
2864,Governance,Lamu County Government Urges Liquor Board to Refrain from Licensing in High-Risk Areas.,Serikali ya Kaunti ya Lamu Yaitaka Bodi ya Vinywaji Kuacha Kutoa Leseni katika Maeneo Yenye Hatari Kubwa.,Sirkal mar kaunti ma Lamu jiwo jotelo mag kong'o mondo kik chiw otiko mag kong'o e gwenge ma nyalo kelo hinyruok maduong'.,Yes,Yes,,,
718,Education,Train teachers! Support digital learning for all students.,Wafunze walimu! Saidia ujifunzaji wa kidijitali kwa wanafunzi wote.,Tieguru jopuonj! Kony jopuonjre duto mondo opuonjre e yor kompyuta.,Yes,Yes,,,
3412,Agriculture,Combine applying recommended pesticide with proper spacing to boost your cassava yield.,Changanya kutumia dawa inayopendekezwa na nafasi sahihi ili kuongeza mavuno ya muhogo.,Riw tiyo gi yath ma jiwo yien kod thuolo mowinjore mondo omed cham mari mar mzabibu.,Yes,No,Crop-term error: cassava mistranslated as mzabibu (grapevine).,Riw tiyo gi yath ma jiwo yien kod thuolo mowinjore mondo omed cham mari mar muhogo.,
2580,Governance,GNDEM stands in solidarity with I Watch and all nonpartisan citizen election observers who face threats against their right to observe elections and defend the right of citizens to exercise their vote.,GNDEM inasimama kwa mshikamano na I Watch na waangalizi wote wa uchaguzi wa raia wasioegemea upande wowote ambao wanakabiliwa na vitisho dhidi ya haki yao ya kuangalia uchaguzi na kutetea haki ya raia ya kutumia kura yao.,GNDEM ochung' motegno kod riwruok mar I Watch kaachiel gi jotelo duto ma nono yiero mag ji duto ma romo gi pek ewi ratiro ma gin-go mar chiko yiero kendo riwo lwedo ratiro ma ji nigo mar yiero.,Yes,Yes,,,
1214,Health,"Announcement of first public wellness zone offering outdoor fitness equipment, dietary kiosks, and mental wellness pods at Nairobi's stadium.","Tangazo la eneo la kwanza la ustawi wa umma linalotoa vifaa vya mazoezi ya nje, vibanda vya lishe, na vifaa vya afya ya akili katika uwanja wa michezo wa Nairobi.","Lando mar kar rito ngima maber mar ji mokwongo ma chiwo gige timo tiegruok oko mar pacho, kuonde michiwoe chiemo, kod kuonde michiwoe paro maber e pap mar Nairobi.",Yes,Yes,,,
2333,Security & Safety,UN urges transparent investigations after protest fatalities.,Umoja wa Mataifa wahimiza uchunguzi wa wazi baada ya vifo vya waandamanaji.,Riwruok mar Pinje dwaro ni otim nonro e wi joma notho nikech akwede.,Yes,Yes,,,
137,Education,Correct details on CBA portal to avoid issues.,Sahihisha maelezo kwenye lango la CBA ili kuepuka masuala.,Lok weche e CBA portal mondo ogeng' chandruok.,Yes,Yes,,,
1372,Agriculture,"Explore opportunities for your dairy farm or cooperative to supply fresh eggs to colleges (schools, hospitals) for their feeding programs.","Chunguza fursa kwa shamba lako la maziwa au ushirika wa kusambaza mayai mabichi kwa vyuo (shule, hospitali) kwa ajili ya programu zao za kulisha.","Non ane yore ma puotheu nyalo tiyogo e pidho dhok kata riw lwedo chenro mag puothe mag nyithindo (skunde, osiptal) mondo omi gimi nyithindgi chiemo.",Yes,Yes,,,
2371,Security & Safety,"Engage in antidiscrimination, refugee inclusion, and youth empowerment initiatives","Shiriki katika mipango ya kupinga ubaguzi, ujumuishaji wa wakimbizi, na uwezeshaji vijana","Tiyo gi chenro mag kedo gi buono ji, keto joma oringo thuchegi e ngima mar joma odak e pinje mamoko, kod konyo rowere obed gi teko",Yes,Yes,,,
1865,Security & Safety,Beware of emails pretending to be from banks asking for account verification.,Jihadhari na barua pepe zinazojifanya kuwa zinatoka benki zinazoomba uthibitishaji wa akaunti.,Tang' gi barupe ma nyiso ni gin mag bengi,Yes,No,"Truncated -- drops ""asking for account verification.""",Tang' gi email ma nyiso ni gin mag bengi ma kwayo mondo ithiedh akaunti mari.,
2834,Governance,PROCEEDS OF CORRUPTION EACC hands to the President Sh5B assets recovered from proceeds of graft President Ruto urges MPs to pass Conflict of Interest Bill in its original form,MAPATO YA UFISADI EACC YAMkabidhi Rais Mali ya Sh5B zilizopatikana kutokana na mapato ya ufisadi Rais Ruto awahimiza wabunge kupitisha Mswada wa Mgogoro wa Maslahi katika umbo lake la asili,Weche momedi mag mibadhi EACC okelo mwandu mag ker bilion abich mwandu mokaw kowuok kerRuto jood bura mondo okal chochni mar paro e chik yie.,Yes,Yes,,,
1219,Health,"Ministry of Health launches HIV\AIDS marathon to be held on December 1, as it targets to eradicate the disease by 2030","Wizara ya Afya yazindua mbio za marathon za VVU/UKIMWI zitakazofanyika Desemba 1, huku ikilenga kutokomeza ugonjwa huo ifikapo mwaka 2030","Migawo mar weche thieth chako piem mar HIV/AIDS mabiro timore Desemba 1, nikech en chenro mar tieko tuo mar HIV/AIDS e higa mar 2030",Yes,Yes,,,
2547,Governance,"He further pledged to work closely with Governor Timamy to foster unity in Lamu County, urging residents to shun divisive politics â '¬  especially those driven by tribal, religious, or regional differences â '¬  for the sake of progress.","Zaidi ya hayo, aliahidi kufanya kazi kwa karibu na Gavana Timamy ili kukuza umoja katika Kaunti ya Lamu, akiwahimiza wakazi kuepuka siasa za mgawanyiko - hasa zile zinazoendeshwa na tofauti za kikabila, kidini, au kikanda - kwa ajili ya maendeleo.","Ne omedo singore mar tiyo kanyachiel gi Gavana Timamy e jiwo winjruok e kaunti mar Lamu, kojiwo jogweng'no mondo owe siasa mag pogruok, to ahinya wuon jogo motenore gi pogruok mar oganda, din, kata alwora nikech dongruok.",Yes,Yes,,,
2145,Security & Safety,NPS dismissed a viral terror-warning poster as a hoax and urged the public to verify information before sharing.,NPS ilipuuza bango lililokuwa likieneza onyo la ugaidi kama ulaghai na kuwahimiza umma kuthibitisha taarifa kabla ya kuzisambaza.,NPS ne oketo poster ma ne nyiso ni ji nigi sigu gi timbe mahundu kaka miriambo kendo ne ojiwo ji mondo onon weche kapok gipogogi.,Yes,Yes,,,
1467,Agriculture,"Mark your calendars for the upcoming Agricultural Show, a key event for stakeholders in the livestock sector.","Weka alama kwenye kalenda zako kwa ajili ya Maonyesho ya Kilimo yajayo, tukio muhimu kwa wadau katika sekta ya mifugo.","Ndik kalenda mari mar romo mar Agriculture Expo mabiro, ma en gima duong' ahinya ne jogo madwaro rito jamni.",Yes,Yes,,,
4934,Governance,Understanding how county budgets work makes it easier to report nepotism in hiring when you see it.,Kuelewa jinsi bajeti za kaunti zinavyofanya kazi hurahisisha kuripoti upendeleo katika uajiri unapoiona.,Ng'eyo kaka bajet mag kaunti tiyo miyo bedo mayot mondo ior ripot mar ng'anjo e ng'ado tich ka inene.,Yes,Yes,,,
2016,Security & Safety,Be alert in parking lots - have keys ready and check backseat before entering.,Kuwa mwangalifu katika maegesho ya magari - uwe na funguo tayari na uangalie kiti cha nyuma kabla ya kuingia.,Bed motang' sama idonjo e kar park - bed gi ofungu kendo tem ng'eyo kama idhiye bang' donjo.,Yes,Yes,,,
3926,Education,The school feeding programme now covers learners at Junior Secondary School facing financial hardship.,mpango wa chakula shuleni sasa inahusisha wanafunzi katika shule ya upili ya chini wanaokabiliwa na ugumu wa kifedha.,Program mar chiwo chiemo e skul sani oriwo jopuonjre ma ni e skul mar sekondari ma yudo pek mag pesa.,Yes,Yes,,,
2623,Governance,The County Government urges the public to register for to strengthen governance.,Serikali ya Kaunti inawahimiza umma kujiandikisha ili kuimarisha utawala.,Sirkal mar gweng'no jiwo ji mondo ondikre ne mondo ober loch.,Yes,Yes,,,
1907,Security & Safety,"Avoid using public Wi-Fi for banking. Use a VPN if you must connect. Most free networks are not secure.""","Epuka kutumia Wi-Fi ya umma kwa ajili ya benki. Tumia VPN ikiwa ni lazima uunganishe. Mitandao mingi ya bure si salama.""","Kik iti gi Wi-Fi e weche mag bengi, to iti gi VPN kapo ni idwaro tudori kodgi.",Yes,Yes,,,
2507,Governance,"The County Government appeals to all residents to exercise utmost caution, avoid crossing flooded roads or walking near swollen rivers, and to immediately report any emergencies or incidents to the nearest local administration office or through the County emergency hotline.","Serikali ya Kaunti inatoa wito kwa wakazi wote kuwa waangalifu sana, kuepuka kuvuka barabara zilizofurika au kutembea karibu na mito iliyofurika, na kuripoti mara moja dharura au matukio yoyote kwa ofisi ya utawala ya karibu au kupitia simu ya dharura ya Kaunti.","Sirkal mar kaunti no jiwo ji duto mondo otang' ahinya, kik ging'ad nderni mopong' gi pi kata wuoth machiegni gi aoche ma pi opong'o, kendo gikanyono gichiw lipot mar masira moramora e apis maduong' mar sirkal manie gweng'no kata ka gitiyo kod namba mag chwalo masiche.",Yes,Yes,,,
4654,Security & Safety,"During severe weather events, always keep emergency contacts on hand in case of disease outbreaks.","Wakati wa matukio makali ya hali ya hewa, weka nambari za dharura karibu endapo kutakuwa na milipuko ya magonjwa.","E kinde ma piny bedo mager ahinya, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka tuoche ochako.",Yes,Yes,,,
279,Education,"Free national digital library launched – 100,000 books, no login required!","Maktaba ya kitaifa ya kidijitali ya bure yazinduliwa – Vitabu 100,000, hakuna kuingia kunakohitajika!","Laibrari mar piny mangima mar digital ma onge chudo, ne ogolo buge 100,000, maonge chuno mar donjo!",Yes,Yes,,,
159,Education,Download KJSEA samples from CBA portal now.,Pakua karatasi za sampuli za KJSEA kutoka kwa lango la CBA sasa.,Gol KJSEA samples e CBA portal sani.,Yes,Yes,,,
4337,Health,Outbreaks of diarrhoeal disease are prevented through exclusive breastfeeding for six months and timely family planning services.,Milipuko ya ugonjwa wa kuhara huzuiwa kupitia kunyonyesha maziwa ya mama pekee kwa miezi sita na huduma za uzazi wa mpango kwa wakati.,Ogeng'o tuoche mag ng'ut ng'ato kokalo kuom miyo nyathi thuolo mar pi kende kuom dweche auchiel kod tich mar loso chenro mar anyuola e kinde mowinjore.,Yes,Yes,,,
3060,Governance,"Gazette Notice for Abakaile (Garissa County), Loiyangalani (Marsabit County), Ganda (Kilifi County) and Mutonguni (Kitui County) By-election to be held on 17th October, 2019","Notisi ya Gazeti la Abakaile (Kaunti ya Garissa), Loiyangalani (Kaunti ya Marsabit), Ganda (Kaunti ya Kilifi) na Uchaguzi Mdogo wa Mutonguni (Kaunti ya Kitui) utakaofanyika tarehe 17 Oktoba, 2019.",Oboke mar Oboke mar Yiero Maduong' mabiro timore tarik 17 dwe mar apar higa mar 2019,Yes,Yes,,,
3548,Agriculture,Vaccinate your goats against foot-and-mouth disease before the rainy season.,Chanja mbuzi yako dhidi ya ugonjwa wa miguu na midomo kabla ya msimu wa mvua.,Chiw ne dier mari chanjo mar tuoche mag tielo kod dhok kapok kinde koth ochopo.,Yes,Yes,,,
3475,Agriculture,The livestock insurance scheme is now open — visit your county office to apply.,mpango wa bima ya mifugo sasa imefunguliwa — tembelea ofisi ya kaunti yako kuomba.,Okang' mar insurans mar le koro oyabere — dhi e ofis mar kaunti mari mondo ior kwayo.,Yes,Yes,,,
1336,Agriculture,"Connect with institutional buyers like hotels to supply your milk regularly. Understand their quality, quantity, and delivery requirements.","Ungana na wanunuzi wa taasisi kama vile hoteli ili kusambaza maziwa yako mara kwa mara. Elewa ubora, wingi, na mahitaji yao ya utoaji.","Tem loso kod jo ma tiyo gi chak e magawa ma biro konyi yudo chak mapile. Tem ng'eyo rang'iny, ber, romo kod gik ma dwarore.",Yes,Yes,,,
4844,Governance,Residents attending county budget consultations can also learn how to access birth certificate registration on the spot.,Wakazi wanaohudhuria mashauriano ya bajeti ya kaunti wanaweza pia kujifunza jinsi ya kupata usajili wa cheti cha kuzaliwa papo hapo.,Jodak ma dhi e chokruoge mag bajet mar kaunti bende nyalo ng'eyo kaka ginyalo yudo oboke mar nyuol e kanyo.,Yes,Yes,,,
3172,Health,Kenya broadens sexual and reproductive health services for hard-to-reach communities,Kenya inapanua huduma za afya ya ngono na uzazi kwa jamii ambazo ni ngumu kuzifikia,Kenya medo lando tich mar thieth mar nindruok kod nyuol ne oganda ma tek chopo,Yes,Yes,,,
5083,Governance,"To fight misuse of public funds, the county is promoting local development planning sessions alongside easier access to voter registration updates.","Ili kupambana na matumizi mabaya ya fedha za umma, kaunti inahamasisha vikao vya upangaji wa maendeleo ya eneo pamoja na upatikanaji rahisi wa masasisho ya usajili wa wapiga kura.","Mondo oked gi tiyo marach gi pesa mag piny, kauntino loso chenro mag dongruok mag alwora kaachiel gi yudo mayot mar ndiko nying' jogo ma dhi goyo ombulu.",Yes,Yes,,,
