PSA_Id,Domain,English,Kiswahili,Ekegusii,Class,Source,English_clean,Kiswahili_clean,Ekegusii_clean,codeswitch_tokens,has_codeswitch,ekegusii_caps_ratio,codeswitch_tokens_v2,is_boilerplate,English_clean_n_words,English_clean_n_tokens,Kiswahili_clean_n_words,Kiswahili_clean_n_tokens,Ekegusii_clean_n_words,Ekegusii_clean_n_tokens,English_clean_tokens_str,Kiswahili_clean_tokens_str,Ekegusii_clean_tokens_str
3102,Education,KICD accelerates development and distribution of digital textbooks tailored for the Competency-Based Curriculum (CBC).,KICD huharakisha uundaji na usambazaji wa vitabu vya kiada vya dijitali vilivyoundwa mahsusi kwa Mtaala unaozingatia Umahiri (CBC).,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nigo kegosegeta okorosigwa nobobagi bwebitabu biogosoma biegeditari berengete amasomo buna okwenyara gwa kera omwana kore (CBC).,General,professor_provided_ekegusii_corpus,KICD accelerates development and distribution of digital textbooks tailored for the Competency-Based Curriculum (CBC).,KICD huharakisha uundaji na usambazaji wa vitabu vya kiada vya dijitali vilivyoundwa mahsusi kwa Mtaala unaozingatia Umahiri (CBC).,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nigo kegosegeta okorosigwa nobobagi bwebitabu biogosoma biegeditari berengete amasomo buna okwenyara gwa kera omwana kore (CBC).,"['KICD', 'CBC']",TRUE,0.050955414,"['KICD', 'CBC']",FALSE,14,30,18,48,23,67,K ##IC ##D ac ##cel ##erate ##s development and distribution of digital text ##books tail ##ored for the Com ##pet ##ency - Based Cu ##rri ##culum ( CBC ) .,K ##IC ##D hu ##hara ##kis ##ha u ##unda ##ji na usa ##mba ##zaj ##i wa vita ##bu vya ki ##ada vya dij ##ital ##i vil ##iv ##yo ##und ##wa mah ##sus ##i kwa Mt ##aal ##a una ##oz ##inga ##tia Uma ##hir ##i ( CBC ) .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) ni ##go ke ##gos ##eget ##a oko ##ros ##ig ##wa no ##bo ##bagi b ##web ##ita ##bu bio ##gos ##oma bieg ##edit ##ari bere ##nge ##te ama ##som ##o buna ok ##wen ##yar ##a g ##wa ker ##a om ##wana kor ##e ( CBC ) .
3103,Education,KICD and NGOs collaborate to develop inclusive learning aids for diverse learners including those with special needs.,KICD na mashirika yasiyo ya kiserikali hushirikiana kutengeneza zana-jumuishi za kujifunzia kwa wanafunzi mbalimbali wakiwemo wale walio na mahitaji maalum.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) amo NGOs biabwateranire  korosia ebinto biria biokonya gosoma ase abana bonsi nabari bare noborema ao ao.,General,professor_provided_ekegusii_corpus,KICD and NGOs collaborate to develop inclusive learning aids for diverse learners including those with special needs.,KICD na mashirika yasiyo ya kiserikali hushirikiana kutengeneza zana-jumuishi za kujifunzia kwa wanafunzi mbalimbali wakiwemo wale walio na mahitaji maalum.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) amo NGOs biabwateranire korosia ebinto biria biokonya gosoma ase abana bonsi nabari bare noborema ao ao.,['KICD'],TRUE,0.059259259,['KICD'],FALSE,17,26,20,53,23,57,K ##IC ##D and NG ##O ##s coll ##abo ##rate to develop inclusive learning aid ##s for diverse learn ##ers including those with special needs .,K ##IC ##D na mas ##hir ##ika ya ##si ##yo ya kis ##eri ##kali hus ##hir ##iki ##ana kuten ##gene ##za za ##na - ju ##mui ##shi za ku ##ji ##fu ##nzia kwa wa ##na ##fu ##nzi mbalimbali wa ##ki ##wem ##o wa ##le wa ##lio na mah ##ita ##ji maal ##um .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) amo NG ##O ##s bi ##ab ##water ##ani ##re kor ##osia e ##bin ##to biri ##a bio ##kon ##ya go ##soma as ##e ab ##ana bons ##i na ##bari bare no ##bore ##ma ao ao .
3104,Education,KICD announces increased availability of digital textbooks for CBC learners through various platforms.,KICD inatangaza kuongezeka kwa upatikanaji wa vitabu vya dijitali kwa wanafunzi wa CBC kupitia majukwaa mbalimbali.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) kiararirie okogeseka na ogotoka kwebitabu biogosoma biegechiditari bia CBC goetera ebikaranso ao ao.,General,professor_provided_ekegusii_corpus,KICD announces increased availability of digital textbooks for CBC learners through various platforms.,KICD inatangaza kuongezeka kwa upatikanaji wa vitabu vya dijitali kwa wanafunzi wa CBC kupitia majukwaa mbalimbali.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) kiararirie okogeseka na ogotoka kwebitabu biogosoma biegechiditari bia CBC goetera ebikaranso ao ao.,"['KICD', 'CBC']",TRUE,0.059701493,"['KICD', 'CBC']",FALSE,13,19,16,35,20,55,K ##IC ##D anno ##unces increased availability of digital text ##books for CBC learn ##ers through various platforms .,K ##IC ##D ina ##tang ##aza ku ##onge ##zeka kwa up ##atik ##ana ##ji wa vita ##bu vya dij ##ital ##i kwa wa ##na ##fu ##nzi wa CBC kup ##itia maju ##kwa ##a mbalimbali .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) ki ##arar ##iri ##e oko ##ges ##eka na og ##oto ##ka k ##web ##ita ##bu bio ##gos ##oma bieg ##ech ##idit ##ari bi ##a CBC go ##etera e ##bik ##aran ##so ao ao .
3105,Education,KICD announces partnerships with publishers for the development and distribution of digital textbooks for CBC.,KICD inatangaza ushirikiano na wachapishaji kwa ajili ya ukuzaji na usambazaji wa vitabu vya dijitali vya CBC.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) kiararirie okobwaterana amo nabariki ebitabu korika nakobaga ebitabi biegedichitari biogosoma bia CBC.,General,professor_provided_ekegusii_corpus,KICD announces partnerships with publishers for the development and distribution of digital textbooks for CBC.,KICD inatangaza ushirikiano na wachapishaji kwa ajili ya ukuzaji na usambazaji wa vitabu vya dijitali vya CBC.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) kiararirie okobwaterana amo nabariki ebitabu korika nakobaga ebitabi biegedichitari biogosoma bia CBC.,"['KICD', 'CBC']",TRUE,0.058394161,"['KICD', 'CBC']",FALSE,15,22,17,37,19,55,K ##IC ##D anno ##unces partnership ##s with publisher ##s for the development and distribution of digital text ##books for CBC .,K ##IC ##D ina ##tang ##aza us ##hir ##iki ##ano na wa ##chap ##isha ##ji kwa aj ##ili ya uk ##uza ##ji na usa ##mba ##zaj ##i wa vita ##bu vya dij ##ital ##i vya CBC .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) ki ##arar ##iri ##e oko ##b ##water ##ana amo na ##bari ##ki e ##bita ##bu kor ##ika nak ##oba ##ga e ##bita ##bi bieg ##edi ##chi ##tari bio ##gos ##oma bi ##a CBC .
3106,Education,KICD announces plans to accelerate the development of digital learning content for primary school learners.,KICD inatangaza mipango ya kuharakisha uundaji wa maudhui ya kidijitali ya kujifunza kwa wanafunzi wa shule za msingi.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) yararirie omoroberio bwogosegeta okorosia ayabwenerete gosomigwa yegedichitari ase abana bechisukuru chioboroso.,General,professor_provided_ekegusii_corpus,KICD announces plans to accelerate the development of digital learning content for primary school learners.,KICD inatangaza mipango ya kuharakisha uundaji wa maudhui ya kidijitali ya kujifunza kwa wanafunzi wa shule za msingi.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) yararirie omoroberio bwogosegeta okorosia ayabwenerete gosomigwa yegedichitari ase abana bechisukuru chioboroso.,['KICD'],TRUE,0.033783784,['KICD'],FALSE,15,22,18,43,18,63,K ##IC ##D anno ##unces plans to ac ##cel ##erate the development of digital learning content for primary school learn ##ers .,K ##IC ##D ina ##tang ##aza mi ##pang ##o ya ku ##hara ##kis ##ha u ##unda ##ji wa mau ##dh ##ui ya ki ##dij ##ital ##i ya ku ##ji ##fu ##nza kwa wa ##na ##fu ##nzi wa shu ##le za ms ##ingi .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) ya ##rar ##iri ##e om ##oro ##beri ##o b ##wo ##gos ##eget ##a oko ##ros ##ia aya ##b ##wen ##eret ##e go ##som ##ig ##wa ye ##ged ##ichi ##tari as ##e ab ##ana be ##chis ##uku ##ru chi ##ob ##oros ##o .
3107,Education,KICD calls for development of relevant e-learning content to support remote learning and digital education initiatives,KICD inataka uundaji wa maudhui yanayofaa ya kujifunza kielektroniki ili kusaidia ujifunzaji wa mbali na mipango ya elimu ya kidijitali,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) yboririe okorosigwa ebitabu biegedichitari birengete amasomo goetera eintaneti gokonya abana baria bare risabu ime amo nayarengete chisemi goetera egedichitari.,General,professor_provided_ekegusii_corpus,KICD calls for development of relevant e-learning content to support remote learning and digital education initiatives,KICD inataka uundaji wa maudhui yanayofaa ya kujifunza kielektroniki ili kusaidia ujifunzaji wa mbali na mipango ya elimu ya kidijitali,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) yboririe okorosigwa ebitabu biegedichitari birengete amasomo goetera eintaneti gokonya abana baria bare risabu ime amo nayarengete chisemi goetera egedichitari.,['KICD'],TRUE,0.026595745,['KICD'],FALSE,16,20,20,49,26,73,K ##IC ##D calls for development of relevant e - learning content to support remote learning and digital education initiatives,K ##IC ##D ina ##taka u ##unda ##ji wa mau ##dh ##ui yana ##yo ##fa ##a ya ku ##ji ##fu ##nza ki ##elek ##tron ##iki ili kus ##aid ##ia u ##ji ##fu ##nza ##ji wa m ##bali na mi ##pang ##o ya eli ##mu ya ki ##dij ##ital ##i,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) y ##bori ##rie oko ##ros ##ig ##wa e ##bita ##bu bieg ##edi ##chi ##tari bir ##eng ##ete ama ##som ##o go ##etera ein ##tane ##ti go ##kon ##ya ab ##ana bar ##ia bare ri ##sa ##bu ime amo nay ##aren ##get ##e chi ##sem ##i go ##etera e ##ged ##ichi ##tari .
3108,Education,KICD commits to increasing the availability of braille and large print textbooks for visually impaired learners.,KICD inajitolea kuongeza upatikanaji wa vitabu vya maandishi vya breli na maandishi makubwa kwa wanafunzi wenye ulemavu wa kuona.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) yaitabire sosegeta okorosia na okonyorekana kwebitabu biabana bari batari korora.,General,professor_provided_ekegusii_corpus,KICD commits to increasing the availability of braille and large print textbooks for visually impaired learners.,KICD inajitolea kuongeza upatikanaji wa vitabu vya maandishi vya breli na maandishi makubwa kwa wanafunzi wenye ulemavu wa kuona.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) yaitabire sosegeta okorosia na okonyorekana kwebitabu biabana bari batari korora.,['KICD'],TRUE,0.042372881,['KICD'],FALSE,16,26,19,44,17,49,K ##IC ##D com ##mits to increasing the availability of bra ##ille and large print text ##books for visual ##ly im ##pair ##ed learn ##ers .,K ##IC ##D ina ##jit ##ole ##a ku ##onge ##za up ##atik ##ana ##ji wa vita ##bu vya maand ##ishi vya br ##eli na maand ##ishi ma ##ku ##b ##wa kwa wa ##na ##fu ##nzi we ##nye ul ##ema ##vu wa ku ##ona .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) ya ##ita ##bire sos ##eget ##a oko ##ros ##ia na oko ##nyo ##rek ##ana k ##web ##ita ##bu bi ##aban ##a bar ##i bat ##ari kor ##ora .
3109,Education,KICD develops digital e-books with sign language videos embedded for deaf learners in primary schools.,KICD inatengeneza vitabu vya kielektroniki vya dijitali vyenye video za lugha ya ishara zilizopachikwa kwa wanafunzi viziwi katika shule za msingi.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia ere ebitabu biegedichitari ase eintaneti ano na biria biechinkwana ase ebimanyererio nechifidio ase chisukuru.,General,professor_provided_ekegusii_corpus,KICD develops digital e-books with sign language videos embedded for deaf learners in primary schools.,KICD inatengeneza vitabu vya kielektroniki vya dijitali vyenye video za lugha ya ishara zilizopachikwa kwa wanafunzi viziwi katika shule za msingi.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia ere ebitabu biegedichitari ase eintaneti ano na biria biechinkwana ase ebimanyererio nechifidio ase chisukuru.,['KICD'],TRUE,0.033112583,['KICD'],FALSE,15,23,21,47,22,63,K ##IC ##D develops digital e - books with sign language videos em ##bedded for dea ##f learn ##ers in primary schools .,K ##IC ##D ina ##ten ##gene ##za vita ##bu vya ki ##elek ##tron ##iki vya dij ##ital ##i v ##yen ##ye video za lugha ya ish ##ara zi ##liz ##opa ##chi ##kwa kwa wa ##na ##fu ##nzi viz ##i ##wi katika shu ##le za ms ##ingi .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) n ##koro ##sia ere e ##bita ##bu bieg ##edi ##chi ##tari as ##e ein ##tane ##ti ano na biri ##a bi ##ech ##ink ##wana as ##e e ##bi ##many ##erer ##io ne ##chi ##fi ##dio as ##e chi ##su ##kur ##u .
3110,Education,KICD develops new digital learning content specifically tailored for Early Childhood Development Education (ECDE).,KICD hutengeneza maudhui mapya ya kujifunzia kidijitali yaliyoundwa mahususi kwa ajili ya Elimu ya Makuzi ya Utotoni (ECDE).,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia kere ebitabu ebiyia biegedichitari birengete gokinia chisemi ase abana benasari (ECDE).,General,professor_provided_ekegusii_corpus,KICD develops new digital learning content specifically tailored for Early Childhood Development Education (ECDE).,KICD hutengeneza maudhui mapya ya kujifunzia kidijitali yaliyoundwa mahususi kwa ajili ya Elimu ya Makuzi ya Utotoni (ECDE).,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia kere ebitabu ebiyia biegedichitari birengete gokinia chisemi ase abana benasari (ECDE).,"['KICD', 'ECDE']",TRUE,0.069767442,"['KICD', 'ECDE']",FALSE,14,22,18,48,19,57,K ##IC ##D develops new digital learning content specifically tail ##ored for Early Child ##hood Development Education ( EC ##DE ) .,K ##IC ##D hu ##ten ##gene ##za mau ##dh ##ui map ##ya ya ku ##ji ##fu ##nzia ki ##dij ##ital ##i ya ##li ##yo ##und ##wa mah ##usu ##si kwa aj ##ili ya Eli ##mu ya Ma ##ku ##zi ya Ut ##oto ##ni ( EC ##DE ) .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) n ##koro ##sia ker ##e e ##bita ##bu e ##biy ##ia bieg ##edi ##chi ##tari bir ##eng ##ete go ##kini ##a chi ##sem ##i as ##e ab ##ana ben ##asa ##ri ( EC ##DE ) .
3111,Education,KICD develops new e-learning content specifically designed for secondary school learners.,KICD hutengeneza maudhui mapya ya kujifunza kielektroniki yaliyoundwa mahususi kwa ajili ya wanafunzi wa shule za upili.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia bare ebitabu biogoma goetera eintaneti birengete abana besekederi.,General,professor_provided_ekegusii_corpus,KICD develops new e-learning content specifically designed for secondary school learners.,KICD hutengeneza maudhui mapya ya kujifunza kielektroniki yaliyoundwa mahususi kwa ajili ya wanafunzi wa shule za upili.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia bare ebitabu biogoma goetera eintaneti birengete abana besekederi.,['KICD'],TRUE,0.044247788,['KICD'],FALSE,11,17,17,44,16,46,K ##IC ##D develops new e - learning content specifically designed for secondary school learn ##ers .,K ##IC ##D hu ##ten ##gene ##za mau ##dh ##ui map ##ya ya ku ##ji ##fu ##nza ki ##elek ##tron ##iki ya ##li ##yo ##und ##wa mah ##usu ##si kwa aj ##ili ya wa ##na ##fu ##nzi wa shu ##le za up ##ili .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) n ##koro ##sia bare e ##bita ##bu bio ##gom ##a go ##etera ein ##tane ##ti bir ##eng ##ete ab ##ana be ##sek ##eder ##i .
3112,Education,KICD develops new engaging digital content tailored for early childhood education (ECDE).,KICD hutengeneza maudhui mapya ya kidijitali yanayovutia yaliyolengwa kwa ajili ya elimu ya utotoni (ECDE).,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia bare ebiyia bibwate omoroberio bwegedichitari orengete chisemi chiabana bechinasari (ECDE).,General,professor_provided_ekegusii_corpus,KICD develops new engaging digital content tailored for early childhood education (ECDE).,KICD hutengeneza maudhui mapya ya kidijitali yanayovutia yaliyolengwa kwa ajili ya elimu ya utotoni (ECDE).,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia bare ebiyia bibwate omoroberio bwegedichitari orengete chisemi chiabana bechinasari (ECDE).,"['KICD', 'ECDE']",TRUE,0.067164179,"['KICD', 'ECDE']",FALSE,12,20,15,42,18,57,K ##IC ##D develops new eng ##aging digital content tail ##ored for early childhood education ( EC ##DE ) .,K ##IC ##D hu ##ten ##gene ##za mau ##dh ##ui map ##ya ya ki ##dij ##ital ##i yana ##yo ##vuti ##a ya ##li ##yo ##len ##g ##wa kwa aj ##ili ya eli ##mu ya ut ##oto ##ni ( EC ##DE ) .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) n ##koro ##sia bare e ##biy ##ia bi ##b ##wat ##e om ##oro ##beri ##o b ##wege ##dic ##hita ##ri ore ##nge ##te chi ##sem ##i chia ##bana be ##china ##sari ( EC ##DE ) .
3113,Education,KICD develops specialized digital content and learning materials for learners with special needs.,KICD hutengeneza maudhui maalum ya kidijitali na nyenzo za kujifunzia kwa wanafunzi wenye mahitaji maalum.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia ere ebitabu biakeene content and learning materials for learners with special needs.,General,professor_provided_ekegusii_corpus,KICD develops specialized digital content and learning materials for learners with special needs.,KICD hutengeneza maudhui maalum ya kidijitali na nyenzo za kujifunzia kwa wanafunzi wenye mahitaji maalum.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia ere ebitabu biakeene content and learning materials for learners with special needs.,['KICD'],TRUE,0.039370079,['KICD'],FALSE,13,17,15,38,20,42,K ##IC ##D develops specialized digital content and learning materials for learn ##ers with special needs .,K ##IC ##D hu ##ten ##gene ##za mau ##dh ##ui maal ##um ya ki ##dij ##ital ##i na nye ##nzo za ku ##ji ##fu ##nzia kwa wa ##na ##fu ##nzi we ##nye mah ##ita ##ji maal ##um .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) n ##koro ##sia ere e ##bita ##bu bi ##ake ##ene content and learning materials for learn ##ers with special needs .
3114,Education,KICD develops specialized digital learning content for visually impaired learners to enhance inclusivity.,KICD hutengeneza maudhui maalum ya kidijitali ya kujifunzia kwa wanafunzi wenye matatizo ya kuona ili kuboresha ushirikishwaji.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia kere amasomo abeene egedichitari ase abana baria batari korora verio goikerania chisemi ase bonsi.,General,professor_provided_ekegusii_corpus,KICD develops specialized digital learning content for visually impaired learners to enhance inclusivity.,KICD hutengeneza maudhui maalum ya kidijitali ya kujifunzia kwa wanafunzi wenye matatizo ya kuona ili kuboresha ushirikishwaji.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia kere amasomo abeene egedichitari ase abana baria batari korora verio goikerania chisemi ase bonsi.,['KICD'],TRUE,0.035971223,['KICD'],FALSE,13,22,17,46,22,59,K ##IC ##D develops specialized digital learning content for visual ##ly im ##pair ##ed learn ##ers to en ##hance inclusiv ##ity .,K ##IC ##D hu ##ten ##gene ##za mau ##dh ##ui maal ##um ya ki ##dij ##ital ##i ya ku ##ji ##fu ##nzia kwa wa ##na ##fu ##nzi we ##nye mata ##ti ##zo ya ku ##ona ili ku ##bore ##sha us ##hir ##iki ##sh ##wa ##ji .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) n ##koro ##sia ker ##e ama ##som ##o ab ##een ##e e ##ged ##ichi ##tari as ##e ab ##ana bar ##ia bat ##ari kor ##ora veri ##o go ##iker ##ania chi ##sem ##i as ##e bons ##i .
3115,Education,KICD develops specialized e-learning materials using sign language for deaf students.,KICD hutengeneza nyenzo maalumu za kujifunzia kielektroniki kwa kutumia lugha ya ishara kwa wanafunzi viziwi.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia kere ebitabu biogosoma biabeene yegeintaneti goetera enkwana yebiorokererio ase abana baria batari koigwa (Emetino).,General,professor_provided_ekegusii_corpus,KICD develops specialized e-learning materials using sign language for deaf students.,KICD hutengeneza nyenzo maalumu za kujifunzia kielektroniki kwa kutumia lugha ya ishara kwa wanafunzi viziwi.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia kere ebitabu biogosoma biabeene yegeintaneti goetera enkwana yebiorokererio ase abana baria batari koigwa (Emetino).,['KICD'],TRUE,0.038709677,['KICD'],FALSE,11,17,15,36,22,67,K ##IC ##D develops specialized e - learning materials using sign language for dea ##f students .,K ##IC ##D hu ##ten ##gene ##za nye ##nzo maal ##umu za ku ##ji ##fu ##nzia ki ##elek ##tron ##iki kwa ku ##tumia lugha ya ish ##ara kwa wa ##na ##fu ##nzi viz ##i ##wi .,Ek ##eo ##mbe ker ##ia get ##ener ##ete buna ama ##som ##o ako ##ros ##ig ##wa ( K ##IC ##D ) n ##koro ##sia ker ##e e ##bita ##bu bio ##gos ##oma bi ##abe ##ene ye ##ge ##inta ##net ##i go ##etera en ##kwa ##na ye ##bio ##rok ##erer ##io as ##e ab ##ana bar ##ia bat ##ari ko ##ig ##wa ( Em ##etin ##o ) .
